"","stock","species","broodyear","spawners","recruits","r2","r3","r4","r5","r6","r7","r8","r1.1","r1.2","r1.3","r2.2","r2.3","r3.2","r0.2","r0.3","r0.4","r1.4","r2.4","r3.3","r3.4","r2.1","r3.1","r4.1","r4.2","r4.3","r5.2","r5.3","r6.2","r6.3","r5.1","r6.4","r7.2","r0.1","r0.5","r1.5","stock.id"
"2131","Smith Inlet-Chum","Chum",2010,7883.697936,27054.15793,NA,18595.88202,8458.275905,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
"2132","Rivers Inlet-Chum","Chum",1954,37340.1185,107963.9114,NA,16449.23871,90566.94528,947.7273853,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2133","Rivers Inlet-Chum","Chum",1955,5342.336231,97146.80952,NA,86666.93328,9106.897633,1372.978606,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2134","Rivers Inlet-Chum","Chum",1956,16758.06523,23018.86236,NA,8714.734577,13193.21971,1110.908075,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2135","Rivers Inlet-Chum","Chum",1957,25458.81813,24674.10283,NA,12625.09063,10674.93276,1374.079436,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2136","Rivers Inlet-Chum","Chum",1958,154535.2927,24706.93907,NA,10215.24666,13203.7978,1287.894608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2137","Rivers Inlet-Chum","Chum",1959,13469.72774,26600.94578,NA,12635.21321,12375.63095,1590.101629,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2138","Rivers Inlet-Chum","Chum",1960,19018.81358,27399.78126,NA,11842.70904,15279.59726,277.4749553,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2139","Rivers Inlet-Chum","Chum",1961,15132.03223,20687.53988,NA,14621.62417,2666.311064,3399.604638,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2140","Rivers Inlet-Chum","Chum",1962,19773.5284,36250.67543,NA,2551.493842,32667.46525,1031.71633,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2141","Rivers Inlet-Chum","Chum",1963,19584.8497,42603.91186,NA,31260.7323,9913.963816,1429.215742,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2142","Rivers Inlet-Chum","Chum",1964,22792.3877,24103.97317,NA,9487.046714,13733.61334,883.3131194,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2143","Rivers Inlet-Chum","Chum",1965,1252.797102,24285.96736,NA,13142.21372,8487.928366,2655.825269,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2144","Rivers Inlet-Chum","Chum",1966,58754.54909,34605.88517,NA,8122.419489,25520.34397,963.1217181,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2145","Rivers Inlet-Chum","Chum",1967,11048.90728,35523.32792,NA,24421.38179,9254.824786,1847.121349,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2146","Rivers Inlet-Chum","Chum",1968,17271.42857,27717.91938,NA,8856.291661,17749.34997,1112.277752,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2147","Rivers Inlet-Chum","Chum",1969,3008.823529,30540.56278,NA,16985.0239,10688.09426,2867.444622,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2148","Rivers Inlet-Chum","Chum",1970,24819.48297,38377.12843,NA,10227.84139,27553.83567,595.4513595,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2149","Rivers Inlet-Chum","Chum",1971,12482.87631,32208.87009,NA,26367.30687,5721.808466,119.7547553,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2150","Rivers Inlet-Chum","Chum",1972,24664.84445,7186.794869,NA,5475.4148,1150.746844,560.6332246,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2151","Rivers Inlet-Chum","Chum",1973,10824.69662,9885.659773,NA,1101.193152,5387.234204,3397.232417,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2152","Rivers Inlet-Chum","Chum",1974,37267.88409,38129.67347,NA,5155.248042,32644.67012,329.7553068,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2153","Rivers Inlet-Chum","Chum",1975,8943.325104,35767.32891,NA,31238.91877,3168.683178,1359.726963,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2154","Rivers Inlet-Chum","Chum",1976,954.4894058,16950.96323,NA,3032.232706,13065.88208,852.8484441,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2155","Rivers Inlet-Chum","Chum",1977,3386.583658,30585.54697,NA,12503.23644,8195.187348,9887.123183,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2156","Rivers Inlet-Chum","Chum",1978,37632.7152,105607.5467,NA,7842.284544,95007.29863,2757.963567,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2157","Rivers Inlet-Chum","Chum",1979,4432.558624,118041.4502,NA,90916.07524,26501.81083,623.5641304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2158","Rivers Inlet-Chum","Chum",1980,23076.18039,34176.36048,NA,25360.58453,5991.949575,2823.826377,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2159","Rivers Inlet-Chum","Chum",1981,13465.72765,53657.05891,NA,5733.923039,27134.69944,20788.43643,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2160","Rivers Inlet-Chum","Chum",1982,187782.339,231594.4105,NA,25966.21956,199760.1477,5868.043212,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2161","Rivers Inlet-Chum","Chum",1983,51113.29928,249264.7797,NA,191158.0361,56387.17385,1719.569753,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2162","Rivers Inlet-Chum","Chum",1984,9583.743614,71055.91325,NA,53959.01804,16523.68177,573.2134474,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2163","Rivers Inlet-Chum","Chum",1985,43901.96138,22007.44888,NA,15812.13566,5508.120024,687.193195,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2164","Rivers Inlet-Chum","Chum",1986,267783.5182,12065.02947,NA,5270.928252,6603.37369,190.7275287,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2165","Rivers Inlet-Chum","Chum",1987,92599.93535,9154.704955,NA,6319.017885,1832.738092,1002.948979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2166","Rivers Inlet-Chum","Chum",1988,24275.20218,11516.07329,NA,1753.816356,9637.532716,124.7242219,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2167","Rivers Inlet-Chum","Chum",1989,4677.956894,11137.415,NA,9222.519345,1198.49942,716.3962391,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2168","Rivers Inlet-Chum","Chum",1990,4555.437797,9879.020386,NA,1146.889397,6883.991447,1848.139542,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2169","Rivers Inlet-Chum","Chum",1991,2374.100155,24875.39276,NA,6587.551624,17759.13399,528.7071445,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2170","Rivers Inlet-Chum","Chum",1992,8899.538592,22581.18936,NA,16994.3866,5080.450262,506.3525022,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2171","Rivers Inlet-Chum","Chum",1993,1518.404689,13164.96467,NA,4861.674892,4865.640136,3437.649641,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2172","Rivers Inlet-Chum","Chum",1994,9511.353642,38586.48975,NA,4656.114963,33033.04712,897.3276636,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2173","Rivers Inlet-Chum","Chum",1995,27199.1341,46226.71496,NA,31610.57141,8622.596859,5993.546693,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2174","Rivers Inlet-Chum","Chum",1996,10470.8323,66961.64764,NA,8251.288861,57593.16133,1117.19745,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2175","Rivers Inlet-Chum","Chum",1997,10028.1076,71122.0392,NA,55113.07304,10735.3686,5273.597554,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2176","Rivers Inlet-Chum","Chum",1998,68081.26817,68348.89141,NA,10273.08,50675.02937,7400.782037,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2177","Rivers Inlet-Chum","Chum",1999,17771.21338,125046.2959,NA,48492.85107,71115.56072,5437.884083,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2178","Rivers Inlet-Chum","Chum",2000,118699.7811,125815.9951,NA,68053.16815,52253.69072,5509.136176,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2179","Rivers Inlet-Chum","Chum",2001,22125.64605,105620.8964,NA,50003.53179,52938.36601,2678.998628,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2180","Rivers Inlet-Chum","Chum",2002,104441.478,79387.50432,NA,50658.72346,25743.0213,2985.75957,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2181","Rivers Inlet-Chum","Chum",2003,146569.5109,53605.60095,NA,24634.47014,28690.74713,280.3836785,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2182","Rivers Inlet-Chum","Chum",2004,107695.1066,30534.42522,NA,27455.26041,2694.261555,384.9032518,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2183","Rivers Inlet-Chum","Chum",2005,109106.2256,6445.875799,NA,2578.240722,3698.610558,169.0245191,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2184","Rivers Inlet-Chum","Chum",2006,53056.49006,6024.904832,NA,3539.340246,1624.189632,861.3749532,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2185","Rivers Inlet-Chum","Chum",2008,5552.885956,12240.77744,NA,7920.689225,4320.08821,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"2186","Hecate Lowlands-Chum","Chum",1954,317836.4433,590818.588,NA,234017.3145,354182.5139,2140.121737,478.6378388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2187","Hecate Lowlands-Chum","Chum",1955,102379.4687,205993.4929,NA,159715.9427,22029.4123,24051.5514,196.5865131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2188","Hecate Lowlands-Chum","Chum",1956,96632.47307,267833.4684,NA,9933.997911,247575.4221,9878.472282,445.5761149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2189","Hecate Lowlands-Chum","Chum",1957,313301.5064,236011.243,NA,111642.2759,101684.3739,22390.19978,294.3934641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2190","Hecate Lowlands-Chum","Chum",1958,219750.5562,292013.8442,NA,45853.80417,230474.2454,14793.27157,892.5229754,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2191","Hecate Lowlands-Chum","Chum",1959,20269.74224,301273.2334,NA,103930.6288,152275.0193,44849.27951,218.3057272,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2192","Hecate Lowlands-Chum","Chum",1960,174546.0491,541565.9132,NA,68667.27551,461657.509,10969.86279,271.2658328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2193","Hecate Lowlands-Chum","Chum",1961,90171.1776,334951.0214,NA,208180.984,112918.6374,13631.1081,220.2918772,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2194","Hecate Lowlands-Chum","Chum",1962,196452.2481,202827.0789,NA,50919.81087,140312.252,11069.66683,525.349146,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2195","Hecate Lowlands-Chum","Chum",1963,120056.1151,203772.4389,NA,63272.7555,113945.9735,26398.79458,154.9153856,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2196","Hecate Lowlands-Chum","Chum",1964,316081.859,331444.9132,NA,51383.08036,271736.8457,7784.498125,540.4889921,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2197","Hecate Lowlands-Chum","Chum",1965,92299.22234,230111.7759,NA,122537.6883,80129.98319,27159.57185,284.5325852,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2198","Hecate Lowlands-Chum","Chum",1966,106039.2358,330475.6393,NA,36134.01369,279567.9312,14297.76241,475.9320031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2199","Hecate Lowlands-Chum","Chum",1967,102779.0553,297719.2532,NA,126069.0574,147174.4797,23915.58316,560.1329215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2200","Hecate Lowlands-Chum","Chum",1968,162700.2161,340848.8141,NA,66367.22551,246175.8286,28146.6793,159.0806637,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2201","Hecate Lowlands-Chum","Chum",1969,57993.85233,408915.5989,NA,111011.1397,289728.7536,7993.803349,181.9021447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2202","Hecate Lowlands-Chum","Chum",1970,134960.0001,222159.2883,NA,130651.0039,82284.47328,9140.582769,83.22830842,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2203","Hecate Lowlands-Chum","Chum",1971,103592.9179,135655.9084,NA,37105.5648,94088.88432,4182.222498,279.2368156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2204","Hecate Lowlands-Chum","Chum",1972,125554.6355,99851.94444,NA,42428.67524,43049.84253,14031.64998,341.7766861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2205","Hecate Lowlands-Chum","Chum",1973,183181.408,181247.4674,NA,19413.00294,144435.2429,17174.27848,224.9430815,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2206","Hecate Lowlands-Chum","Chum",1974,60536.73583,253461.7655,NA,65131.98724,176783.9909,11303.38984,242.3974856,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2207","Hecate Lowlands-Chum","Chum",1975,89827.67478,208488.7593,NA,79719.41203,116351.8089,12180.47365,237.064773,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2208","Hecate Lowlands-Chum","Chum",1976,44475.48265,190077.3079,NA,52467.97375,125380.0994,11912.50484,316.7298499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2209","Hecate Lowlands-Chum","Chum",1977,108475.4816,195318.4684,NA,56539.21352,122621.7538,15915.67496,241.8260767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2210","Hecate Lowlands-Chum","Chum",1978,111804.4827,231550.7467,NA,55295.35831,163828.5149,12151.76036,275.1132025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2211","Hecate Lowlands-Chum","Chum",1979,91315.7504,213272.7167,NA,73877.2375,125084.5382,13824.43842,486.5025891,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2212","Hecate Lowlands-Chum","Chum",1980,60249.06812,223680.9312,NA,56405.93239,142302.304,24446.7551,525.9396761,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2213","Hecate Lowlands-Chum","Chum",1981,82514.57959,342517.431,NA,64170.15448,251643.4642,26428.46873,275.3435955,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2214","Hecate Lowlands-Chum","Chum",1982,111993.467,399745.9719,NA,113476.7289,272042.2975,13836.01567,390.9298656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2215","Hecate Lowlands-Chum","Chum",1983,86066.30238,285032.1833,NA,122675.4295,142421.4747,19644.22575,291.0533364,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2216","Hecate Lowlands-Chum","Chum",1984,95607.05744,281522.9812,NA,64223.89364,202208.473,14625.43016,465.1843931,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2217","Hecate Lowlands-Chum","Chum",1985,177644.0595,265350.1938,NA,91184.39115,150547.3383,23375.51575,242.9486118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2218","Hecate Lowlands-Chum","Chum",1986,165519.7129,320891.8808,NA,67888.19072,240616.6273,12208.16774,178.8949798,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2219","Hecate Lowlands-Chum","Chum",1987,93611.90165,243375.3141,NA,108504.2597,125665.1695,8989.472737,216.4122536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2220","Hecate Lowlands-Chum","Chum",1988,137353.8399,160345.1842,NA,56667.7637,92533.42833,10874.71575,269.2764135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
"2221","Hecate Lowlands-Chum","Chum",1989,123089.8088,167568.9175,NA,41727.25405,111939.2382,13531.13978,371.2854392,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
