"","stock.id","species","stock.name","lat","lon","region","ocean.basin","state","begin","end","n.years","m.spawners","m.recruits","source","url","comments","age"
"1",1,"Sockeye","Atnarko-Sockeye","52.38",-126.78,"BC Central","SC","BC",1987,2011,25,22.5472,26.48612,NA,NA,NA,NA
"2",2,"Sockeye","Black Lake-Sockeye","56.28",-158.64,"Chignik","GoA","AK",1965,2010,46,447.36968243913,1322.08441304348,"Kevin Schaberg, ADF&G Kodiak, via Rich Brenner","Chignik River Early Run",NA,NA
"3",3,"Sockeye","Coghill-Sockeye","61.06",-147.94,"PWS","GoA","AK",1962,2008,47,52.172085106383,175.936957446809,"Rich Brenner, 2017, ADF&G, Juneau, AK","Returns are harvested in various districts prior to the Coghill District. Stock-of-origin is estimated based on the timing and location of harvest and, sometimes, from available scale pattern analysis.",NA,NA
"4",4,"Sockeye","Copper-Sockeye","60.46",-144.96,"PWS","GoA","AK",1961,2016,56,569.204512828571,1602.79461607143,NA,"",NA,NA
"5",5,"Sockeye","Eshamy-Sockeye","60.47",-147.94,"PWS","GoA","AK",1964,2006,35,28.1032285714286,63.7378071428571,"Rich Brenner, 2017, ADF&G, Juneau, AK","the weir was replaced in ~2012 with a video system that has not been entirely successful. Thus, only data until 2012 should be used for brood-year returns.",NA,NA
"6",6,"Sockeye","Fennell-Sockeye","49.12",-123.06,"Fraser River","SC","BC",1963,2011,46,3.75667391304348,23.2729130434783,"Sue Grant (DFO), Bronwyn McDonald (DFO) and Mike Lapointe (PSC) via Brendan Connors (ESSA Technologies)",NA,NA,NA
"7",7,"Sockeye","Washington-Sockeye","47.48",-122.42,"WA","SC","WA",1968,2011,44,177.452909090909,202.715022727273,"Aaron Dufault 2017
Arron Dufault, Washington Department of Fish and Wildlife, Olympia, WA (via G. Ruggerone)","Hatchery component of the run was removed; FW age assumed to be 1.X.  These sockeye grow fast in the lake.",NA,NA
"8",8,"Sockeye","Early Russian-Sockeye","60.54",-151.28,"Cook Inlet","GoA","AK",1965,2016,52,32.5166346153846,67.9401538461538,"McKinley et al. 2023","",NA,NA
"9",9,"Sockeye","Ford Arm Lake-Sockeye","57.58192",-135.9153,"SEAK","SEAK-NBC","AK",1983,2004,21,3.40142857142857,3.84142857142857,"Shaul et al. 2014","",NA,NA
"10",10,"Sockeye","Buskin-Sockeye","57.75812",-152.4784,"Kodiak","GoA","AK",1990,2014,25,13.30864,20.64208,"Witteveen & Huang 2022 ","",NA,NA
